Title,Area,Address,Bedroom,WC,Floor,links,Description,Price(Mil)
"NHÀ LÂM DU - BỒ ĐỀ, 48M X 5 TẦNG, MT 4M, Ô TÔ GẦN, 4 TỶ 8",48.0,Hà Nội,6.0,5.0,5.0,https://batdongsan.vn/nha-lam-du-bo-de-48m-x-5-tang-mt-4m-o-to-gan-4-ty-8-r268533,"- Bán nhà mới hoàn thiện đẹp tại Lâm Du, Bồ Đề, Long Biên. Nhà cách mặt đường Lâm Du 15m, ô tô qua lại thuận tiện. Diện tích 48 m, mặt tiền 4, xây dựng 5 tầng đẹp.- Vị trí nhà ngay đầu đường Lâm Du, phường Bồ Đề, từ nhà đi lên cầu Chương Dương khoảng 200m, giao thông thuận tiện có thể đi từ Nguyễn Văn Cừ, Bồ Đề, Lâm Du vào nhà. Phường Bồ Đề phát triển, kế cận phố cổ bên sông Hồng, chỉ 5 phút là sang Hoàn Kiếm.- Nhà thiết kế hiện đại, tối ưu công năng, các phòng thoáng sáng, tổng 6 phòng ngủ. Nhà được hoàn thiện cẩn thận, chủ mới chỉ việc chuyển đồ đến ở đảm bảo miễn chê. Tiện ích quanh nhà đầy đủ, an ninh tốt, dân trí cao.- Chủ nhà đang cần chuyển nhượng nhanh cho khách hàng thiện trí về ở ngay với nội thất đẹp, nhà sáng mới.+ Sổ đỏ vuông đẹp sẵn sàng sang tên.LH: 0904.882258",4800.0
"Bán Nhà Ngã Tư Sở, Quận Thanh Xuân, Thang Máy, Gần oto. 45m x6T.MT4m",45.0,Hà Nội,4.0,5.0,2.0,https://batdongsan.vn/ban-nha-nga-tu-so-quan-thanh-xuan-thang-may-gan-oto-45m-x6tmt4m-r268524,"+ Bán nhà Ngã Tư Sở. nhà mới, thang máy nhập ngoại. ngõ rộng thênh thang, gần phố, oto. lô góc 2 mặt thoáng. nhà xây mới từ móng tới nóc, chủ nhà tặng toàn bộ nội thất. + gần ngã tư sở, Royal city, siêu thị, ngân hàng, chợ, trường học mầm non, cấp 1, 2. ĐH Thủy Lợi, ĐH Y hà Nội, ĐH Công Đoàn, Đh Khoa Học Xã Hội và Nhân văn...+kết nôi nhiều phố vip như : Ngã Tư Sở, Trường Chinh, Nguyễn Trãi, Khương Trung, Quan Nhân, Chính Kinh, Hoàng Văn Thái....+ giá chào 6,x tỷ(Thương lượng Mạnh). + Sổ đỏ chính chủ, pháp lý chuẩn. khách đến là sang tên.Liên hệ trực tiếp E Vũ 0333040265. Xem nhà và Gặp Chính chủ(Chuyên Thanh Xuân).",6300.0
Chính chủ cần bán căn Shophouse Ngọc Trai 08 giá 15.5 tỷ - Vinhomes Ocean Park Gia Lâm. 0868878818,71.0,Hà Nội,4.0,2.0,5.0,https://batdongsan.vn/chinh-chu-can-ban-can-shophouse-ngoc-trai-08-gia-155-ty-vinhomes-ocean-park-gia-lam-0868878818-r268512,"Chính chủ cần bán căn Shophouse Ngọc Trai 08 giá 15.5 tỷ - Vinhomes Ocean Park Gia Lâm.Do không có nhu cầu sử dụng nên tôi cần chuyển nhượng căn Shophouse tại Vinhomes Ocean Park Gia Lâm.Vị trí thuộc phân khu Ngọc Trai 08 - Nằm trên trục đường 52m, thuận tiện kinh doanh nhiều loại hình khác nhau.Diện tích 70.8m2.Diện tích xây dựng 322m2.Mặt tiền 5.9m.Xây dựng 5 tầng.Liên hệ trực tiếp xem nhà 0868.878.818.",15500.0
Bán nhà Láng quận Đống Đa 36m2 x 5T chỉ hơn 5 tỷ,36.0,Hà Nội,4.0,5.0,2.0,https://batdongsan.vn/ban-nha-lang-quan-dong-da-36m2-x-5t-chi-hon-5-ty-r268511,"- Cần bán gấp căn nhà trong ngõ 1008 đường Láng quận Đống Đa Hà Nội- diện tích 36m2 mặt tiền 3,5mVị trí đẹp, gần phố, trước nhà thoáng sạch, an sinh tuyệt vời. + Tầng 1: Phòng khách + bếp + WC.+ Tầng 2,3,4,5: Mỗi tầng 1 phòng ngủ + WC.+ Tầng phòng: Phòng thờ + sân phơi.+ Nội thất gồm tủ bếp, sàn gỗ nhập khẩu, thiết bị vệ sinh+ Sổ đỏ chính chủ.- giá thương lượng: 5,5 tỷLiên hệ- MR MẠNH MẶT NGÕ 0367549898- MUA BÁN KI GỬI NHÀ ĐẤT HÀ NỘI",5500.0
"Bán nhà đường Bình Trị Đông Bình Tân HXH, 41M2, 2Tầng BTCT, Kinh Doanh, nhỉnh 5 tỷ TL",41.0,Hồ Chí Minh,3.0,2.0,2.0,https://batdongsan.vn/ban-nha-duong-binh-tri-dong-binh-tan-hxh-41m2-2tang-btct-kinh-doanh-nhinh-5-ty-tl-r268510,"Diện tích: 4,1 x 10m+ Nhà 2 tầng BTCT, 3 Phòng ngủ, phòng khách, bếp rộng, cách mặt tiền 20m, đi bộ ra chợ bình trị đông.+ Hẻm 4m thông, taxi đón tận cửa. + Nằm trong khu vực kinh doanh sầm uất, xung quanh tiện ích ngập tràn. 3 phút đến bệnh viện Bình Tân, 3 phút đến trường THCS Lý Thường Kiệt. Gần ngã tư bốn xã thuận tiện di chuyển về các quận trung tâm khoảng 15 phút đi xe.+ Khu dân cư đông đúc, gần kế chợ, vừa ở vừa kinh doanh chuẩn luôn.+ Giá thoả thuận.================================================================= LH Nguyễn Tiền xem nhà, thương lượng giá cả làm việc chính chủ.    không hợp tác MG",5200.0
"Bán nhà Nguyễn Trãi Thanh Xuân 26m2 x 5T chỉ 3,8 tỷ",26.0,Hà Nội,3.0,4.0,5.0,https://batdongsan.vn/ban-nha-nguyen-trai-thanh-xuan-26m2-x-5t-chi-38-ty-r268509,"- cần bán gấp căn nhà trong ngõ 72 đường Nguyễn Trãi Thanh Xuân Hà Nội- diện tích 26m2 mặt tiền 3m- Ngõ 72 Nguyễn Trãi ngay cạnh royal hưởng trọn mọi tiện ích từ rạp chiếu phim , siêu thị trường học quốc tế chuẩn sang xịn mịn. + Ngõ rộng thoáng thẳng tưng. Nhà 5 tầng còn mới đẹp thoáng sáng khách chỉ việc vào ở ngay. Thiết kế:- Tầng 1: Phòng bếp, bàn ăn vs. - Tầng 2: Phòng khách có thể chỉnh thành ngủ, WC.- Tầng 3, 4: Mỗi tầng 1 ngủ, WC khép kín.- Tầng 5: Phòng thờ, sân phơi.- Sổ đỏ chính chủ sẵn sàng giao dịch.- giá thương lượng: 3,8 tỷLiên hệ- MR MẠNH MẶT NGÕ 0367549898- MUA BÁN KI GỬI NHÀ ĐẤT HÀ NỘI",3800.0
"Lô góc 2 mặt tiền kinh doanh khu Sân Bay, 66m2 ngang 6m, giá 8.x tỷ.",66.0,Hồ Chí Minh,4.0,2.0,5.0,https://batdongsan.vn/lo-goc-2-mat-tien-kinh-doanh-khu-san-bay-66m2-ngang-6m-gia-8x-ty-r268508,"+ Khu Vip Sân Bay Tân Bình, gần ngay Quân Đội, hàng xóm Phú Nhuận.+ Khu vực được phép xây dựng 5 tầng. Giá quá tốt vị trí đẹp siêu VIP.+ Chủ gấp bán! Khách mua có ngay tiền bỏ túi hàng tháng ít nhất 35tr/tháng.Liên hệ Oanh xem nhà chính chủ miễn phí.",8500.0
"Nhà Cầu Giấy - Ngõ Nông, Ô Tô Vào Gần Nhà, Gần Mặt Phố, MT 5m  - 3.5 Tỷ",30.0,Hà Nội,3.0,4.0,2.0,https://batdongsan.vn/nha-cau-giay-ngo-nong-o-to-vao-gan-nha-gan-mat-pho-mt-5m-35-ty-r268507,"Nhà Cầu Giấy - Ngõ Nông, Ô Tô Vào Gần Nhà, Gần Mặt Phố, MT 5m  - 3.5 TỷNhà gần phố, rộng rãi, ngõ nông, ô tô lùi gần nhà.Thiết kế đầy đủ công năng, 3 PN rộng, ví tri đẹp, tiện ích xung quanh cao.Sổ đỏ chính chủ - 3.5 Tỷ - Doãn Kế Thiện, Cầu GiấyLiên Hệ: 0825420555",3500.0
"Bình Tân! Lô góc 2 mặt thoáng mát, 100m2, ngang 8m, giá 4.x",100.0,Hồ Chí Minh,3.0,2.0,2.0,https://batdongsan.vn/binh-tan-lo-goc-2-mat-thoang-mat-100m2-ngang-8m-gia-4x-r268506,"+ 1 trệt, 1 lầu, sân thượng rộng, 3 PN, phòng khách, 2 WC. Cách mặt tiền chỉ 20m thông tứ tung.+ Ô tô tải đỗ cửa. Xung quanh bao la tiện ích: chợ, siêu thị, cách AEON 5 phút.+ Xung quanh tiện ích: chợ, siêu thị, cách AEON 5 phút.Liên hệ Oanh xem nhà chính chủ miễn phí.",4800.0
"Bán nhà Cổ Nhuế, Bắc Từ Liêm, tặng nội thất, 33m2, 3.4 Tỷ",33.0,Hà Nội,2.0,2.0,3.0,https://batdongsan.vn/ban-nha-co-nhue-bac-tu-liem-tang-noi-that-33m2-34-ty-r268502,"- Nhà xây 3 tầng khung cột chắc chắn sẵn ở, tặng nội thất, nhà ở có lộc, chủ chuyển về quê lấy vốn kinh doanh.- Nhà 2 mặt thoáng trước sau- Thiết kế+ T1: Pk bếp wc+ T2: 2 PN wc giữa+ Tầng 3: 2 phòng wc giữaLH: 0389981756",3400.0
"Bán nhà Trường Chinh, nhà mới tân trang đẹp lung linh, 42 m2, 5.1 tỷ",42.0,Hà Nội,4.0,2.0,2.0,https://batdongsan.vn/ban-nha-truong-chinh-nha-moi-tan-trang-dep-lung-linh-42-m2-51-ty-r268500,"- Nhà đẹp gần phố - đi lại thuận tiện – ba bước chân ra phố.- Nhà vừa được tân trang sữa chữa đẹp lung linh như mới, vị trí cực đẹp cách phố Trường Chinh 25m, khu dân cư yên bình, an sinh cực đỉnh, phố Trường Chinh là giao điểm của 3 quận Thanh Xuân – Đống Đa – Hai Bà Trưng giao thông thuận tiện, tiện ích vô vàn. - Thiết kế: + Tầng 1: phòng khách + bếp + WC + Tầng 2 + 3: có 4 ngủ + WC + Tầng 4: phòng thờ + Sân phơi - Sổ đỏ vuông đẹp sẵn sàng giao dịch",5100.0
"Bán nhà Khương Đình, Thanh Xuân, ngõ rộng ô tô tránh, 25m2, 3.5 tỷ",25.0,Hà Nội,4.0,2.0,2.0,https://batdongsan.vn/ban-nha-khuong-dinh-thanh-xuan-ngo-rong-o-to-tranh-25m2-35-ty-r268497,"- Nhà cách mặt ngõ 10m, ngõ rộng ô tô tránh, đỗ ngày đêm. - Nhà thiết kế đẹp, phù hợp với gia đình trẻ. - Nhà thuộc khu vực hiếm nhà bán, khu vực sầm uất, thông ra các tuyến phố Vũ Tông Phan, Kim Giang, Nguyễn Trãi. Gần nhiều trường đại học trên phố Nguyễn Trãi, chợ, Royal city, đi lại thuận tiện + Tầng 1: Khách, bếp, WC. + Tầng 2,3 : Mỗi tầng 1 phòng khép kín. + Tầng tum, phòng thờ, sân phơi - Sổ đẹp, cất két chờ giao dịch.",3500.0
"Bán nhà mặt phố Quan Nhân, kinh doanh tốt, 44m2, 2.8 tỷ",44.0,Hà Nội,4.0,2.0,2.0,https://batdongsan.vn/ban-nha-mat-pho-quan-nhan-kinh-doanh-tot-44m2-28-ty-r268496,"- Mặt phố kinh doanh sầm uất, khu vực trung tâm giao thông thuận tiện. - Nhà 2 tầng cũ, đang cho thuê 6 triệu /tháng- Nhà vị trí cực đẹp, ở kết hợp kinh doanh, cho thuê hay đầu tư đều được.- Sổ đỏ chính chủ, giao dịch sẵn sàng.",2800.0
"Mới! Bán Nhà Trần Khát Chân – Lô Góc – Ô tô KD – Nở Hậu – DT 93,5m2 – 14 Tỷ",5.0,Hà Nội,4.0,6.0,7.0,https://batdongsan.vn/moi-ban-nha-tran-khat-chan-lo-goc-o-to-kd-no-hau-dt-935m2-14-ty-r268493,"*HAI BÀ TRƯNG KHÔNG CÓ CĂN THỨ HAI!!!- Nhà cách phố Trần Khát Chân chỉ khoảng 200m, tiện ích bạt ngàn- BÁN NHÀ KIM NGƯU, PHƯỜNG THANH LƯƠNG, NGÕ SIÊU TO, LÔ GÓC, 3 MẶT THOÁNG, SỔ NỞ HẬU, THANG MÁY 7 TẦNG, ĐỂ Ở HOẶC KINH DOANH, TRONG KHU TOÀN BIỆT THỰ, GIÁ SỐC CHỈ HƠN 14 TỶ- Bán nhà ngõ Kim Ngưu, DT 93,5m², mặt tiền 5,7m, xây dựng mới 7 tầng thang máy, giá chỉ hơn 14 tỷ- Nằm tại khu vực sầm uất bậc nhất Hai Bà Trưng, tiện ích bạt ngàn, gần Trường ĐH Vinschool, Bách Khoa, Kinh tế Quốc Dân, Xây Dựng, gần bệnh viện Thanh Nhàn, Vinmec..!- Kế cạnh các tuyến đường lớn như: Thanh Nhàn, Trần Khát Chân, Lò Đúc, Lạc Trung, Minh Khai…- Vài phút lên Bờ Hồ, phố cổ. Thuận tiện di chuyển sang các quận như Long Biên, Hoàn Kiếm, Đống Đa…hay đi sang các tỉnh thành khác- Mục đích xây để ở nên lựa chọn vật liệu và đồ dùng chất lượng cao cấp.-Thiết kế:+ Tầng 1: Thang máy và bộ ở cuối, có để sân sau trồng cây tiểu cảnh, có thể để 2 ô tô 7 chỗ và nhiều xe máy.+ Tầng 2: Có thể làm văn phòng hoặc phòng khách.+ Tầng 3,4: Thông sàn, khép kín+ Tầng 5: 2 phòng ngủ, wc chung+ Tầng 6: phòng ăn, phòng khách.+ Tầng 7: phòng thờ, sân phơi, có thể thiết kế thêm phòng tập TT hoặc sân vườn trồng rau sạch- Liên hệ Mr Luân – Chuyên bán nhà Kim Ngưu",14000.0
"Hết ý bài thơ, Phúc Diễn, 24/28m2,5T,nhỉnh 3 tỷ, Nam Từ Liêm",24.0,Hà Nội,3.0,4.0,2.0,https://batdongsan.vn/het-y-bai-tho-phuc-dien-2428m25tnhinh-3-ty-nam-tu-liem-r268492,"+ Khu vực giá trị, nhiều tiện ích+ Hạ tầng phát triển chóng mặt+ Quá gần đường Phúc Diễn - cách 4m+ Gần các trường Đại Học Thương Mại, FPT, Công Nghiệp+ Hai mặt thoáng trước sauLiên hệ: 0379809132",3590.0
"Nhà đẹp lung linh, hxh 6m, Thống Nhất P11 Gò Vấp, 4 tầng chỉ 8.8 tỷ",47.0,Hồ Chí Minh,4.0,6.0,4.0,https://batdongsan.vn/nha-dep-lung-linh-hxh-6m-thong-nhat-p11-go-vap-4-tang-chi-88-ty-r268477,"MS 13223* Nhà thiết kế hiện đại, đẹp như resort thu nhỏ, với 4 phòng ngủ master, phòng khách, bếp, xe hơi ngủ trong nhà, thang máy, hồ bơi sân thượng, các phòng đều có ban công, giếng trời thoáng mát.* Hẻm 6m thông, xe hơi ra vào thoải mái. * Vị trí: Thống Nhất, Phường 11 Gò Vấp. Khu vực an ninh, yên tĩnh, đường tráng nhựa sạch đẹp, * Diện tích 47m2, 4 tầng BTCT.* Sổ hồng, hoàn công đủ.",8800.0
TRUNG TÂM QUẬN 3-KHU VIP-HẺM XE TẢI 6M CỰC ĐẸP-Ô TÔ  QUAY ĐẦU THOẢI MÁI-SỔ VUÔNG NỞ HẬU NHẸ,35.0,Hồ Chí Minh,2.0,1.0,2.0,https://batdongsan.vn/trung-tam-quan-3-khu-vip-hem-xe-tai-6m-cuc-dep-o-to-quay-dau-thoai-mai-so-vuong-no-hau-nhe-r268476,"Kết cấu: Nhà 1 trệt, 1 lầu. Gồm 2 PN, 1 WC, 1 phòng bếp và phòng khách. Xây lại mới thì rất tuyệt vời. Có giấy phép xây dựng lên 5 tấm.Hẻm trước nhà 6m, xe hơi tránh nhau . Hẻm thông ô bàn cờ xe hơi quay đầu thoải mái, khu dân trí cao, hẻm an ninh sạch sẽ, khu VIP hiếm nhà bán.Trung tâm của trung tâm, tiện ích không thiếu gì.Sổ vuông nở hậu nhẹ, hoàn công đủ. Pháp lý chuẩn công chứng ngay.",75000.0
"Bán nhà Giáp Nhị Hoàng Mai 30m2 x 5T chỉ 3,99 tỷ",30.0,Hà Nội,3.0,4.0,2.0,https://batdongsan.vn/ban-nha-giap-nhi-hoang-mai-30m2-x-5t-chi-399-ty-r268472,"- Cần bán gấp căn nhà trong ngõ 141 đường Giáp Nhị quận Hoàng Mai Hà Nội- diện tích 30m2 mặt tiền 4,4m- Vị trí trung tâm, ba gác đỗ cửa, trước nhà rộng thoáng, sáng. Nhà lô góc, xây mới tinh,  sàn gỗ- THIẾT KẾ : - Tổng 3 ngủ, đầy đủ công năng sử dụng cho 1 gia đìnhm- Tầng 1 : phòng khách , bếp, wc- Tầng 2 -3-4 : mỗi tầng 1 phòng , 1 wc - Tầng 5 : phòng thờ , sân phơi- Sổ đỏ chính chủ, phân lô, pháp lý rõ ràng, sẵn sàng giao dịch- giá thương lượng: 3,99 tỷLiên hệ- MR MẠNH MẶT NGÕ 0367549898- MUA BÁN KI GỬI NHÀ ĐẤT HÀ NỘI",3990.0
"Bán nhà TTN5, Quận 12, 60m, Chỉ nhỉnh 3,5 tỷ.",60.0,Hồ Chí Minh,2.0,2.0,2.0,https://batdongsan.vn/ban-nha-ttn5-quan-12-60m-chi-nhinh-35-ty-r268468,"Bán nhà TTN5, Quận 12, 60m, xe tải, giá chỉ 3,8 tỷ.+ Diện tích 60m, ngang 4x15m, sổ đỏ chính chủ.+nhà 2 tầng ,2 phòng ,2 wc.+ Nhà thuộc khu trung tâm Quận 12, giáp Hóc Môn, cách hơn 50m ra PHAN VĂN HỚN  + Hẻm xe Hơi i đỗ cửa, khu vực dân trí cao, an ninh tốt.+ Giá chào 3,8tỷ (trước khách trả 4,3tỷ nhưng không bán, giờ cần bán gấp và có thương lượng cho khách thiện trí)Cam kết, dẫn khách đi xem nhà, tư vấn hỗ trợ khách mua được nhà mà không phải trả bất kỳ 1 khoản phí nào.Với kho hàng nhà phố Hồ Chí Minh gần 20.000 phân khúc đa dạng, phong phú, được chủ nhà tin tưởng gửi bán, chúng tôi sẽ đáp ứng mọi nhu cầu của quý khách.Giúp khách hàng mua được nhà ưng ý là hạnh phúc và trách nhiệm của Tôi.Liên hệ TUYÊT SƯƠNG 0966764836.",4000.0
"Nhà 3 tầng đầu đường Ni Sư Huỳnh Liên, thông Bàu Cát. 2.85 tỷ",27.0,Hồ Chí Minh,2.0,2.0,3.0,https://batdongsan.vn/nha-3-tang-dau-duong-ni-su-huynh-lien-thong-bau-cat-285-ty-r268466,"Nhà gia đình xây ở, đúc kiên cố chắc chắn 1 trệt 2 lầu đầy đủ công năng, cách mặt tiền chỉ 1 căn, nhà gồm 2 phòng ngủ. Vị trí thông đường Hồng Lạc, cạnh Vinmart Bàu Cát. Tiện ích: chợ, siêu thị, trường học,.. Sổ hồng riêng, pháp lý chuẩn. Liên hệ anh Võ: 0909 100 817. Không tiếp trung gian.",2850.0
NHÀ ĐẸP GẦN PHỐ CẦU GIẤY - TRUNG TÂM QUẬN CẦU GIẤY- Ở SIÊU VIP: 45 M2 6.5 TỶ,45.0,Hà Nội,4.0,2.0,2.0,https://batdongsan.vn/nha-dep-gan-pho-cau-giay-trung-tam-quan-cau-giay-o-sieu-vip-45-m2-65-ty-r268465,"NHÀ ĐẸP GẦN PHỐ CẦU GIẤY,  THÔNG VÒNG QUANH - 2 THOÁNG TRƯỚC SAU - NHÀ MỚI KEENG - TRUNG TẬM QUẬN CẦU GIẤY- Ở SIÊU VIP: 45 M2 6.5 TỶ ???? Vị trí nhà mình cực thoáng 2 mặt thoáng trước sau vĩnh viễn, khu vực trung tâm quận Cầu giấy, tương lai sát mặt Phố lớn Nguyễn Văn Huyên, gần Công viên Cầu Giấy, giao thông thuận tiện đi được từ mọi hướng. ????Nhà 45 m2 5T Tầng 1: Phòng khách, Bếp, Vệ sinh. => Tầng 2, 3, 4: Mỗi tầng 2 phòng rộng, Vệ sinh giữa.=> Tầng 5: Phòng thờ, sân phơi, tiểu cảnh.- ???? Sổ đỏ đẹp, cất két sẵn sàng giao dịch.",6500.0
"Bán nhà TTN5, Quận 12, 72m, xe tải, giá chỉ 5 TỶ.",60.0,Hồ Chí Minh,2.0,2.0,2.0,https://batdongsan.vn/ban-nha-ttn5-quan-12-72m-xe-tai-gia-chi-5-ty-r268464,"Bán nhà TTN5 Quận 12, 78m, xe tải, giá chỉ Nhỉnh 5tỷ.+ Diện tích 72m, ngang4x18 sổ đỏ chính chủ.+Nhà 2 tầng ,2 phòng ,2wc.+ Hẻm xe tải đỗ cửa, khu vực dân trí cao, an ninh tốt.+ Giá chào 5,2 tỷ (trước khách trả 5,8 tỷ nhưng không bán, giờ cần bán gấp và có thương lượng cho khách thiện trí)Cam kết, dẫn khách đi xem nhà, tư vấn hỗ trợ khách mua được nhà mà không phải trả bất kỳ 1 khoản phí nào.Với kho hàng nhà phố Hồ Chí Minh gần 20.000 phân khúc đa dạng, phong phú, được chủ nhà tin tưởng gửi bán, chúng tôi sẽ đáp ứng mọi nhu cầu của quý khách.Giúp khách hàng mua được nhà ưng ý là hạnh phúc và trách nhiệm của Tôi.Liên hệ TUYẾT SƯƠNG 0966764836",5000.0
"Bán nhà PHAN VĂN HỚN , Quận 12, 64m, xe tải, giá chỉ  nhỉnh 4 tỷ.",64.0,Hồ Chí Minh,3.0,3.0,2.0,https://batdongsan.vn/ban-nha-phan-van-hon-quan-12-64m-xe-tai-gia-chi-nhinh-4-ty-r268462,"Bán nhà PHAN VĂN HỚN , Quận 12, 64m, xe tải, giá chỉ nhỉnh 4 tỷ.+ Diện tích 64m, ngang 4x16, sổ đỏ chính chủ.+ Nhà 1treet 2 lầu 3 phòng 3w+ Nhà thuộc khu trung tâm Quận 12, giáp Hóc Môn, cách hơn 50m ra măt tiền lớn.+ Hẻm xe tải đỗ cửa, khu vực dân trí cao, an ninh tốt.+ Giá chào 4,7 tỷ (trước khách trả 5,8 tỷ nhưng không bán, giờ cần bán gấp và có thương lượng cho khách thiện trí)Cam kết, dẫn khách đi xem nhà, tư vấn hỗ trợ khách mua được nhà mà không phải trả bất kỳ 1 khoản phí nào.Với kho hàng nhà phố Hồ Chí Minh gần 20.000 phân khúc đa dạng, phong phú, được chủ nhà tin tưởng gửi bán, chúng tôi sẽ đáp ứng mọi nhu cầu của khách.Giúp khách hàng mua được nhà ưng ý là hạnh phúc và trách nhiệm của Tôi.Liên hệ TUYẾT SƯƠNG 0966764836",4000.0
"Bán nhà TTN5, Quận 12, 60m, Chỉ nhỉnh 3,5 tỷ.",60.0,Hồ Chí Minh,2.0,2.0,2.0,https://batdongsan.vn/ban-nha-ttn5-quan-12-60m-chi-nhinh-35-ty-r268460,"Bán nhà TTN5, Quận 12, 60m, xe tải, giá chỉ nhỉnh 4 tỷ.+ Diện tích 60m, ngang4x15m, sổ đỏ chính chủ.+ Nhà trêt ,lầu 2 phòng 2wc.+ Nhà thuộc khu trung tâm Quận 12, giáp Hóc Môn, cách hơn 50m ra đường lớn.+ Hẻm xehơi đỗ cửa, khu vực dân trí cao, an ninh tốt.+ Giá chào 3,8 tỷ (trước khách trả 5,8 tỷ nhưng không bán, giờ cần bán gấp và có thương lượng cho khách thiện trí)Cam kết, dẫn khách đi xem nhà, tư vấn hỗ trợ khách mua được nhà mà không phải trả bất kỳ 1 khoản phí nào.Với kho hàng nhà phố Hồ Chí Minh gần 20.000 phân khúc đa dạng, phong phú, được chủ nhà tin tưởng gửi bán, chúng tôi sẽ đáp ứng mọi nhu cầu của quý khách.Giúp khách hàng mua được nhà ưng ý là hạnh phúc và trách nhiệm của Tôi.Liên hệ TUYẾT SƯƠNG 0966764836",4000.0
"GÓC 2 MẶT TIỀN LẠC LONG QUÂN, Q11, NGAY ĐẦM SEN, HXH 65M2, CHỈ NHỈNH 4 TỶ.",65.0,Hồ Chí Minh,4.0,2.0,2.0,https://batdongsan.vn/goc-2-mat-tien-lac-long-quan-q11-ngay-dam-sen-hxh-65m2-chi-nhinh-4-ty-r268458,"Mô tả:Nhà cấp 4 ngang 3.7x18m, diện tích công nhận đủ, nhà góc 2 mặt tiền thuận tiện ở hoặc kinh doanh online.+ Vị trí nằm giao với đường Âu Cơ, Trình Định Trọng, Nhà thờ Giáo xứ Phú Bình.+ Nhà chính chủ xưa nay chưa qua mua bán.+ Chủ rất hợp tác, thương lượng tốt.Cần thông tin thêm liên hệ: 0354095924",4800.0
"Bán nhà Đa Sỹ, Hà Đông giao thông thuận tiện 36m, 4 tầng, 4 ngủ giá chỉ 2,7 tỷ 0962780005",36.0,Hà Nội,4.0,2.0,4.0,https://batdongsan.vn/ban-nha-da-sy-ha-dong-giao-thong-thuan-tien-36m-4-tang-4-ngu-gia-chi-27-ty-0962780005-r268457,"Bán nhà Đa Sỹ, Hà Đông giao thông thuận tiện 36m, 4 tầng, 4 ngủ giá chỉ 2,7 tỷ 0962780005- Nhà thiết kế lệch tầng, năm 2018, khách mua về thêm thùng sơn là như mới. - Thiết kế:+ Tầng 1: Để xe, phòng khách, bếp, wc.+ Tầng 2,3: Mỗi tầng 2 phòng, wc.+ Tầng 4: Tum, 2 sân phơi trước sau, có thể chuyển đổi làm phòng thờ.+ Sổ đỏ phân lô đẹp nét căng sẵn sàng giao dịch.  - Liên hệ xem nhà trực tiếp 0962780005",2700.0
Phú Thọ Hoà. Tân Phú. Sổ vuông vức. Hoàn công đủ. Nhỉnh 4 Tỷ.,38.0,Hồ Chí Minh,2.0,2.0,2.0,https://batdongsan.vn/phu-tho-hoa-tan-phu-so-vuong-vuc-hoan-cong-du-nhinh-4-ty-r268456,"+ Diện tích 38m2 Hiện trạng 1 trệt 1 lầu tổng 2PN 2WC, phòng bếp và phòng khách riêng biệt, ban công thoáng mát.+ Hẻm trước nhà 3m thông thoáng sạch sẽ, vị trí lô góc nhưng nói không với lộ giới, ra Lũy Bán Bích, Thoại Ngọc Hầu, UBND Quận cực kỳ gần. + Sổ vuông vắn, hoàn công đủ, chủ nhà thiện chí bán.",4100.0
"Bán nhà phố an ninh tốt, tiện giao thông Cầu Đơ, Hà Cầu, Hà Đông 35m, 4 tầng, chỉ 3,4 tỷ 0962780005",35.0,Hà Nội,4.0,2.0,4.0,https://batdongsan.vn/ban-nha-pho-an-ninh-tot-tien-giao-thong-cau-do-ha-cau-ha-dong-35m-4-tang-chi-34-ty-0962780005-r268455,"Bán nhà phố an ninh tốt, tiện giao thông Cầu Đơ, Hà Cầu, Hà Đông 35m, 4 tầng, chỉ 3,4 tỷ 0962780005+ Nhà nằm trong khu Cầu Đơ 4 rất gần phố Lê Hồng Phong, phố Quang Trung.+ Khu vực rất gần trường, gần chợ, gần bệnh viện … an ninh tốt dân trí cao.+ Thiết kế gồm 4 tầng, 4 phòng ngủ, khách, sân vuờn+ Liên hệ xem nhà trực tiếp 0962780005",3400.0
"Bán đất phân lô, ô tô tránh, kinh doanh khu đấu giá Man Bồi Gốc Găng - Hà  Đông 51m, giá chỉ 4,95 tỷ 0962780005",51.0,Hà Nội,4.0,2.0,2.0,https://batdongsan.vn/ban-dat-phan-lo-o-to-tranh-kinh-doanh-khu-dau-gia-man-boi-goc-gang-ha-dong-51m-gia-chi-495-ty-0962780005-r268454,"Bán đất phân lô, ô tô tránh, kinh doanh khu đấu giá Man Bồi Gốc Găng - Hà  Đông 51m, giá chỉ 4,95 tỷ 0962780005- Khu đấu giá này nổi tiếng Hà Đông, giao thông thụân tiện- Chủ rất hợp tác, thiện chí bán.- Liên hệ xem nhà trực tiếp 0962780005",4950.0
